Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery			
2572,France,"A fruity, fragrant wine, it has a light structure, soft tannins and generous, juicy red berry fruits. The balanced touch of wood aging smoothes out some of the sharp corners. Drink this attractive wine from 2016.",Vieilles Vignes,90,64.0,Burgundy,Volnay,,Pinot Noir,Roche de Bellene			
2574,Italy,"Aged in large casks, this structured but elegant wine starts with aromas of lemon pastry and mature yellow apple that carry over to the palate, along with peach and energizing mineral tones. The linear palate is balanced by fresh acidity. This should develop more complexity 2016–2017.",Passion,90,29.0,Northeastern Italy,Alto Adige,,Pinot Bianco,St. Pauls			
2575,Italy,"This full-bodied wine is loaded with sensations of fragrant white flowers, ripe tropical fruit, juicy yellow peach and tart green apple. The creamy palate is brightened by fresh acidity and energizing mineral notes. It's well balanced, with more depth than most other Pinot Grigios.",,90,18.0,Northeastern Italy,Alto Adige,,Pinot Grigio,St. Pauls			
2576,Italy,"Aromas of Spanish broom, tropical fruit and graphite take the lead. The smooth, creamy palate offers white peach, melon, almond and mineral brightened by crisp acidity. Enjoy now through 2016.",,90,19.0,Veneto,Soave Classico,,Garganega,Suavia			
2577,Italy,"This Pinot Bianco boasts elegance and structure. It leads with aromas of white flowers, yellow apples and a hint of toasted oak that all carry over to the palate alongside crisp acidity. It has a nutty finish and nice length.",Anna,90,30.0,Northeastern Italy,Alto Adige,,Pinot Bianco,Tiefenbrunner			
2578,France,"Of course, this wine is too young to drink now. However, its ripe fruit, sweet fresh acidity and red plum fruits all promise a fine future. There is a good juicy, full aftertaste. Drink from the end of 2014.",,90,22.0,Beaujolais,Fleurie,,Gamay,Trenel Fils			
2579,Portugal,"Dusty tannins dominate this opulent, full-bodied wine that isn't going to be shy as it develops. With its superripe black fruits and juicy acidity, it is fruity, but the power that is the most obvious element. Drink this bombshell from 2016.",Andreza Grande Reserva,90,30.0,Douro,,,Portuguese Red,Wines & Winemakers			
2581,Italy,"Spiced plum, vanilla, espresso and nutmeg aromas take center stage while the round, enveloping palate offers fleshy black cherry, raisin licorice and clove flavors. Pliant, polished tannins provide smooth support. Drink through 2020.",Tenute di Altavilla,92,,Southern Italy,Taurasi,,Aglianico,Villa Matilde			
2584,Spain,"Earthy berry scents and charred aromas of grilled steak include notes of wood spice and vanilla. On the palate, this is deep, and shows a good mix of bright acidity and meaty depth. Flavors of toasty oak, chocolate, blackberry and pepper finish with persistent chocolaty notes and intense acidity. Drink through 2028.",200 Barrels,92,46.0,Northern Spain,Ribera del Duero,,Tempranillo,Aventino			
2587,Spain,"The nose on this ripe Tinta de Toro is dense, bold and brimming with black-fruit aromas. Following the nose, this tastes of blackberry, cassis and various spices, while finishing black-fruit flavors are lightly herbal, spicy and complex. This offers a touch of everything good, and even more when it comes to ripe fruit. Drink through 2024.",,92,25.0,Northern Spain,Toro,,Tinta de Toro,Vetus			
2591,Spain,"Dark smoky, stout aromas of licorice, molasses and blackberry feed into a jammy palate with rock-hard, clamping tannins. Plum, blackberry and blueberry flavors are loud and intense, while this finishes with density, complexity, chewy tannins and a jammy essence. Drink through 2028.",Reserva,92,50.0,Northern Spain,Ribera del Duero,,Tempranillo,Alidis			
2593,Spain,"Saturated berry, cassis and black-plum aromas are densely packed onto the nose of this tightly built iron-fisted Rioja. Berry, plum and cassis flavors are lightly toasted and spicy, while this is juicy and bold on the finish. Best from 2020–2024.",Gaudium Gran Vino,92,44.0,Northern Spain,Rioja,,Tempranillo Blend,Marqués de Cáceres			
2608,Spain,"Char and wood grain are prominent on a smoky nose with blackberry and black-currant aromas. Intense tannins and layered depth make for a full palate, while this tastes ripe and toasty, with blackberry and chocolate flavors. On the finish, mild herbal complexity mixed with latent oak are stirring. Drink through 2026.",Gran Colegiata Campus,92,80.0,Northern Spain,Toro,,Tinta de Toro,Bodegas Fariña			
2609,France,"This wood-aged rosé is complex and intense. The rich fruit is only one part of the structure of the wine which is perfumed, mineral and, for a rosé, dense. It is surely intended for food with its concentration and ripe aftertaste. The extra year of aging has made it ready to drink.",Les Clans,92,65.0,Provence,Côtes de Provence,,Rosé,Château d'Esclans			
2611,Portugal,"The name of the wine is, of course, a branding exercise in itself. Luckily, the wine inside the bottle is ripe and enjoyable. It's fruity, soft, gently tannic with juicy red fruits and black plums, all finished with fresh acidity. Drink now. Screwcap.",NBNC = No Branding No Cry,87,12.0,Lisboa,,,Portuguese Red,Vidigal			
2613,Italy,"An unusual medley of aromas include orange peel, dill, mint, thyme, espresso and oak. The palate offers coffee, toasted oak and sugary vanilla but it doesn't have much fruit richness. Astringent tannins give a short, bitter finish that dries out the mouth.",Bussia,87,90.0,Piedmont,Barolo,,Nebbiolo,Parusso			
2614,Spain,"This is an edgy wine with a mix of berry and cassis aromas along with harsh leather. It's mouthfilling and potent on the palate, where flavors of spiced berry and herbal-infused plum finish scratchy and with all the muscle one could ask for. Cariñena, Garnacha and Syrah is the blend.",Crianza,87,18.0,Catalonia,Priorat,,Red Blend,Prior Art			
2618,Spain,"Plum and berry aromas are fresh, youthful and the slightest bit briny. In the mouth, this standard-fare Rioja is juicy and a bit rubbery in feel. Flavors of berry and plum match the nose, and the finish is fresh and grabby.",,87,10.0,Northern Spain,Rioja,,Tempranillo,Bodegas Valdemar			
2619,Spain,"Bright, unadulterated plum and wild berry aromas set up a firm, grapy, powerful palate. With dark, almost syrupy flavors, this is a ripe Tempranillo that finishes with bounce and oomph.",Old Vines,87,10.0,Central Spain,Vino de la Tierra de Castilla,,Tempranillo,Casa de la Viña			
2620,Spain,"Savory aromas of hickory and slow-cooked meat are highly suggestive of southern barbecue. This feels blocky and tannic, with resiny notes to the palate. Clove, woodsmoke, BBQ sauce and other savory flavors are barrel driven, while the finish registers as dense, roasted and a bit hot.",Roble,87,12.0,Northern Spain,Toro,,Tinta de Toro,Muruve			
2621,Portugal,"This second wine from Duorum is softly ripe, broad and fruity, full of bright red fruits as well as fresh acidity and gentle tannins. Just hinting at wood aging, it's a wine to drink soon, from 2015.",Tons de Duorum,87,12.0,Douro,,,Portuguese Red,Duorum			
2623,France,"Warm and ripe, it's roundly textured, full of yellow fruits and rich acidity. It has developed well, giving a palate feel that is soft and fruity. Enjoy now.",Les Chante Alouettes,87,28.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Jean-Max Roger			
2627,France,"While there is a delicious fresh crispness to this wine, a richer, creamy side expresses itself in the baked apple and pear flavors. It finishes bone-dry while very fruity. Drink now.",Château Juyons Sur Lie,87,12.0,Loire Valley,Muscadet Sèvre et Maine,,Melon,Les Vignerons des Terroirs de la Noëlle			
2629,Spain,"This is a perfectly good rosé that's 90% Tempranillo and 10% Viura, hence the Clarete name. Fresh aromas of nectarine and citrus show a touch of yeasty vanilla, while the palate feels pure and zesty. Orange and pink grapefruit are the key flavors, and the finish is snappy.",Clarete,87,13.0,Northern Spain,Rioja,,Rosado,Bodegas Ontañón			
2630,Portugal,"A smooth, wood-aged wine that is rich and toasty. With a touch of honey to show the ripe side of the apricot and white peach fruit flavors, the wine is soft, now mature and ready to drink.",Reserva Branco,87,18.0,Douro,,,Portuguese White,Burmester			
2631,Italy,"Aromas recall nail polish remover, mature plum, mint, sage and thyme. The palate displays red cherry-berry, balsamic notes, white pepper and sage. Astringent wood tannins give an abrupt and drying finish.",Cannubi Muscatel,87,70.0,Piedmont,Barolo,,Nebbiolo,Cascina Bruciata			
2633,France,"Bright and fruity, it has soft tannins layered with black currant fruitiness and a dry core. It's juicy, ripe and developing well. Drink from 2016.",,87,15.0,Bordeaux,Blaye Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Chantemerle			
2634,France,"The wine is all juicy fruit, black cherries with just a modicum of tannin to hold it together. It's fresh, ripe and immediately attractive. Ready to drink now, but with those tannins it should also age 2016–2017.",Le Grand Bouqueteau,87,16.0,Loire Valley,Chinon,,Cabernet Franc,Château du Coudray Montpensier			
2635,France,"The wine is sweet, very rich and smooth. Firm tannins are cushioned by the ripe berry and red plum fruits to give a spicy wine with touches of wood, finishing with pepper from the alcohol. Drink from 2017.",,87,,Bordeaux,Blaye Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Haut Prieur			
2636,France,"With attractive peach and baked-apple flavors, this is immediately appealing. It balances acidity with a lightly off-dry style that's both fresh and ripe. It can be drunk now, but will be better in 2015.",Demi-Sec,87,14.0,Loire Valley,Vouvray,,Chenin Blanc,Château Moncontour			
2638,Italy,"This wine begins with aromas of oak, coffee bean and toast. The palate lacks fruit richness, offering instead dried tobacco leaf, oak extract, espresso, dried sage, vanilla and mocha alongside bitterly astringent tannins.",Marcenasco,87,50.0,Piedmont,Barolo,,Nebbiolo,Renato Ratti			
2639,France,"The wine is tight and nervy, very fresh, crisp and citrus dominated. It delivers a cool feel and delicious acidity that brings out a light character, as well as a bone-dry, mineral aftertaste.",Chartron la Fleur,87,12.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Schröder & Schÿler			
2643,Italy,"Underbrush, dried mushroom, ripe dark-skinned fruit and cake spice aromas lead the nose on this accessible, robust red. The warm, hearty palate offers dried black cherry steeped in spirits, licorice and the heat of evident alcohol. Velvety tannins provide the setting.",,89,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,Paradisone			
2644,France,"Partly aged in wood, this ripe, full wine has rich cherry fruits and some balanced tannins. It's a structured wine while also juicy and with good acidity. It needs to age another few months, so drink from the end of 2017.",,89,25.0,Loire Valley,Sancerre,,Pinot Noir,Pierre Morin			
2645,Italy,"This 100% Sangiovese shows aromas of stewed prune, menthol, star anise and a whiff of coconut. The evolved palate shows raisin, dried black cherry and sweet vanilla. Wood tannins leave a somewhat astringent close.",Dròmos L'Altro,89,44.0,Tuscany,Maremma Toscana,,Sangiovese,Poggio Verrano			
2650,Spain,"Dusty, melony aromas hint at the tropical end of the aromatic spectrum. This is predominantly austere in feel, with a touch of leesy weight. Lemon, pineapple and mango flavors end with general softness propped up acidic cut. Drink immediately.",Davila,89,18.0,Galicia,Rías Baixas,,Albariño,Valmiñor			
2654,France,"This is a particularly savory style of Tavel, not terribly fruit, yet still sowing ample weight and breadth on the palate. The aromas and flavors are reminiscent of honey, wet stone and white chocolate, finishing with a dry, extra stony finish.",Domaine des Muretins,89,22.0,Rhône Valley,Tavel,,Rosé,Dauvergne & Ranvier			
2655,France,"A 100% Roussanne wine is rare in its normal origin, the Rhône Valley. Here, in the mountains, it has produced this intensely perfumed, tightly textured wine that is both unusual and delicious. Crisply textured and with spice and a dry edge, the wine could be aged for a few months. Drink from the end of 2016.",Les Cantates Chignin Bergeron,89,30.0,France Other,Vin de Savoie,,Roussanne,Philippe Viallet			
2656,Spain,"Forward berry aromas are more clean and fresh than complex. On the palate, this is similar, with bold, freshening acidity. Flavorwise, this leans into the black-fruit spectrum, while mint, spice and peppery flavors grace the finish.",Tierra Crianza,89,23.0,Northern Spain,Rioja,,Tempranillo,Agrícola Labastida			
2659,Italy,"Big and chewy, this starts with aromas of grilled porcini, underbrush, ripe dark fruit, dried herb and clove. Tightly packed tannins frame dried black cherry, prune steeped in spirits, ground pepper and licorice. You'll also feel the heat of evident alcohol on the midpalate that throws it somewhat off-balance.",,89,70.0,Tuscany,Brunello di Montalcino,,Sangiovese,Canalicchio Franco Pacenti			
2660,Italy,"Plum, vanilla, sunbaked earth and espresso aromas take shape in the glass. The structured palate offers dried red cherry, roasted coffee bean and vanilla alongside fine-grained tannins that clutch the finish.",,89,45.0,Tuscany,Brunello di Montalcino,,Sangiovese,Castiglion del Bosco			
2670,Italy,"Aromas of mature berry, espresso, exotic spice and a whiff of menthol emerge on this full-bodied red. The palate shows dried black cherry, coconut, licorice and roasted coffee bean alongside fine-grained tannins. This isn't a classic Nebbiolo but it's polished, balanced and will appeal to those who enjoy oak-driven sensations.",Runcot Riserva,90,160.0,Piedmont,Barolo,,Nebbiolo,Elio Grasso			
2673,France,"As with Clos de Vougeot in red, every producer needs a Corton-Charlemagne white. Aegerter's contribution is soft, honeyed and warm. It has hints of the concentration proper to this Grand Cru vineyard, allowing for a perfumed, ripe fruit character. It will develop quickly and will be ready to drink from 2017.",,90,238.0,Burgundy,Corton-Charlemagne,,Chardonnay,Jean-Luc and Paul Aegerter			
2674,Portugal,"This is a finely integrated, rich wine that shows impeccable balance between dusty tannins and juicy dark berry tones. The wood aging shows through in a smooth texture that gives a sense of richness to the ripe fruit. This is an elegant wine that can be drunk now although it will benefit from some aging. Drink from 2017.",Periquita Reserva,90,16.0,Península de Setúbal,,,Portuguese Red,José Maria da Fonseca			
2675,France,"This wine is dense, ripe and full of rich apricot and peach flavors, with a line of crisp lemon and a background of toast. Full in the mouth, this generous wine will be ready to drink from 2017. It comes Louis Max domaine vineyards in and around Mercurey.",Les Rochelles,90,65.0,Burgundy,Mercurey,,Chardonnay,Louis Max			
2676,Portugal,"This is a rich wine with smooth tannins that are integrated into the ripe black fruits. It's packed with juicy fruitiness. It also has a dry core and acidity, both of which will allow the wine to age. Concentrated, it is ready to drink now, although it will be better from 2017.",Flor de Maio Tinto,90,12.0,Alentejano,,,Portuguese Red,Magnum Vinhos			
2677,Italy,"Ripe berry, menthol, truffle, leather, cured meat and tobacco aromas come together in the glass. The palate offers mature black cherry, licorice, clove and black pepper alongside fine-grained tannins.",Riserva,90,105.0,Piedmont,Barolo,,Nebbiolo,Marchesi di Barolo			
2679,Italy,"Rose, violet, baking spice and red berry aromas come together on this graceful wine. The bright, subtle palate offers crushed raspberry, red cherry and white pepper alongside fine-grained tannins. A star anise note signals the close.",Pora,90,38.0,Piedmont,Barbaresco,,Nebbiolo,Musso			
2683,Portugal,"While 2013 was not a great Port year, it produced some attractive Vintage wines such as this one. It is likely to develop quickly, already showing ripe fruit and generous dried prune flavors along with the firmer tannins. Drink this from 2020.",Vintage,90,65.0,Port,,,Port,Poças			
2684,Portugal,"This is a smooth and fruity wine that is named after the matriarch of the family. It has some structure and a dry core, although it is the rich red and black fruits that create its main character. It is developing well, with a fine juicy streak. Drink from 2017.",Nana Reserva,90,13.0,Tejo,,,Portuguese Red,Quinta da Lapa			
2693,Italy,"Delicately perfumed with red berry, violet and a whisper of chopped mint, this is a young, elegant expression of Nebbiolo. The bright, linear palate doles out crushed cherry, juicy strawberry, white pepper and cinnamon framed in lively acidity and polished tannins. Enjoy through 2017.",Valmaggiore,90,55.0,Piedmont,Nebbiolo d'Alba,,Nebbiolo,Sandrone			
2694,Italy,"Rose, strawberry and forest floor aromas meld in the glass on this charming expression of Nebbiolo. The bright, savory palate doles out crushed strawberry, black raspberry, clove and star anise alongside silky tannins. Like a little black dress, this would be perfect for any occasion.",Carlin,90,20.0,Piedmont,Colline Novaresi,,Nebbiolo,Gilberto Boniperti			
2695,Spain,"Targeted aromas of citrus, apple, grass and minerals precede a lemony laser-sharp palate that sweats the insides of one's cheeks with battery level acidity. Chiseled flavors of lemon and green apple finish long, pure and persistent.",,90,29.0,Northern Spain,Getariako Txakolina,,Hondarrabi Zuri,K5 Argiñano			
2696,Spain,"Red fruit aromas are a bit rough and scalped in front of a chunky palate. Charred, burnt, oaky flavors of raspberry and cassis stress ripeness and weight before finishing with buttery oak, a slightly greasy feel and roasted berry flavors. Drink through 2020.",Reserva,90,40.0,Northern Spain,Ribera del Duero,,Tempranillo,Lecco			
2699,Spain,"Earthy notes of porcini mushroom and black olive blend with balsamic plum and cherry aromas. This is a touch heavy and syrupy in feel, and thus creamy flavors of chocolate, plum and berry are not surprising. On the finish, this remains creamy and ripe.",Crianza,89,15.0,Northern Spain,Rioja,,Tempranillo Blend,Aspaldi			
2702,Spain,"Earthy plum and raspberry aromas are subtle. This is tight on the palate, with firm tannins and slightly elevated acidity. Earthy, lightly toasted raspberry and plum flavors finish dry. As a whole, this is well made and exceeds expectations.",Joven Made with Organically Grown Grapes,89,13.0,Northern Spain,Rioja,,Tempranillo,Osoti			
2705,Italy,"Subdued aromas of spring wild flower, hay and orchard fruit float from the glass. The vibrant palate offers lemon zest, sage, dried herb and a hint of saline framed in lively acidity.",,89,14.0,Sicily & Sardinia,Sicilia,,Grillo,Tenuta Rapitalà			
2706,Italy,"Subtle and elegant, this opens with a smoky aroma that underscores delicate scents of orchard fruit, citrus and botanical herb. The aromas follow through to the linear palate along with a racy mineral vein. A note of cured meat closes the racy finish.",22,89,30.0,Southern Italy,Fiano di Avellino,,Fiano,Villa Raiano			
2707,France,"Fresh and crisply fruity, this is a balanced, lively wine. A touch of caramel adds to the tannic edge, giving the wine a good structure along with ripe strawberry fruits. The wine is ready to drink.",,89,12.0,Bordeaux,Bordeaux Rosé,,Rosé,Château de l'Aubrade			
2708,France,This is a fresh but also full and rich wine with ripe pear and raspberry fruits. The wine is balanced and ready to drink.,,89,10.0,Bordeaux,Bordeaux Rosé,,Rosé,Château Fonfroide			
2715,France,"This is a clean and vibrant rosé, with upfront notes of lavender, menthol and bay that frame red cherry and berry tones. The palate is fleshy and fruit-forward, with bold flavors of peach and strawberry that transition seamlessly into the citrus-zest finish.",,89,13.0,Languedoc-Roussillon,Languedoc,,Rosé,Hecht & Bannier			
2718,Spain,"Raisin, pastry and plum aromas are smooth and generous given how cool 2013 was in Rioja. There's good acidity and body to go with flavors of plum, blackberry and toasty oak. Finishing notes of coffee, toast and chocolate are fully oaked, which lends a sense of sweetness to this Crianza.",Viña Alarde Crianza,89,14.0,Northern Spain,Rioja,,Tempranillo Blend,Marqués de la Concordia			
2720,Italy,"This offers aromas of yellow stone fruit, chopped herb and a whiff of white almond. The round, juicy palate shows apricot, white peach, candied orange zest and a mineral note. Fresh acidity brightens the ripe flavors.",,89,19.0,Southern Italy,Greco di Tufo,,Greco,Villa Matilde			
2723,France,"The nose is very quiet but the body emanates a generosity despite its lightness. There is red-cherry fruit and a certain ampleness on a slender, fresh body. Tannins are like barely-there linens. The finish is wonderfully clean.",Réserve,89,30.0,Alsace,Alsace,,Pinot Noir,Domaine Barmès-Buecher			
2724,Italy,"Scents of Spanish broom, chamomile, aromatic herb and white stone fruit combine along with a whiff of hay. The zesty, linear palate offers juicy nectarine, candied lemon drop and a mineral note alongside bright acidity.",Shiarà,89,30.0,Sicily & Sardinia,Sicilia,,Catarratto,Castellucci Miano			
2725,France,"Friendly, sunny and fresh fruit notes of yellow pear, Mirabelle plum and red apple shine on nose and palate. This is easy but chock-full of fruit. There is something intangibly smiley about this wine, which has something of spring sunshine and happiness on its slender, fresh body.",Tradition,89,14.0,Alsace,Alsace,,Pinot Blanc,Charles Sparr			
2726,France,"The merest hint of oak spice wafts from the nose. The palate has that softly oaked, spiced roundedness that adds cinnamon and a touch of vanilla to gentle but not overtly expressed berry notes. There is some tannic grip, too.",Sang du Dragon,89,28.0,Alsace,Alsace,,Pinot Noir,Francois Baur			
2727,France,Yellow rose petals and yellow plums unite on the nose. The palate broadens out into generous earthiness that is textured and broad but kept in beautiful focus by utter freshness. The finish lingers.,Trois Chateaux,89,24.0,Alsace,Alsace,,Sylvaner,Kuentz-Bas			
2728,France,"A touch of earth is bound up with the ripe, juicy and tart pear flavors. This wine is slender and clean with lemon freshness. The concentrated palate focuses on that crisp, ripe lemon note.",Trois Chateaux,89,24.0,Alsace,Alsace,,Auxerrois,Kuentz-Bas			
2729,France,"The nose hints at the soft, crips yellow pear fruit that abounds on the palate, countered by brisk, clean freshness. This wine has an enlivening palate with a juicy, lip-smacking finish.",Black Tie,89,17.0,Alsace,Alsace,,White Blend,La Cave des Vignerons de Pfaffenheim			
2730,France,"The wine is a velvet glove in an iron fist. The smooth surface of ripe fruits and rich blackberry flavors, masks the dense tannins that will allow this very great wine to age for many, many years. The acidity and the rich fruit combine with the fine dusty tannins. The wine will surely not be ready to drink before 2027.",,96,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Pétrus			
2732,Italy,"Dark-skinned berry, forest floor, pipe tobacco, new leather and balsamic notes float out of the glass. On the elegantly structured palate, taut, polished tannins and vibrant acidity frame ripe red cherry, exotic spice and aromatic herb flavors. A lingering star anise note announces the close. Impeccably balanced and loaded with class, it's still young and needs time to fully develop. Drink 2022–2037.",,96,65.0,Tuscany,Brunello di Montalcino,,Sangiovese,Le Chiuse			
2733,France,"Richly endowed, the wine is beautifully concentrated. Still young it has considerable potential with its rich fruits and firm tannins. There is a strongly juicy aftertaste that brings in the freshness of the year. The wine will age well, and should not be drunk before 2026.",,95,202.0,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château La Mission Haut-Brion			
2734,France,"Lifted notes of dried pear, dried chamomile flowers and dried lemon peel have a strong impact. The palate comes in with lovely generous sweetness that amplifies that chamomile-tisane notion and boosts the dried-fruit notes. Against the distinctly medium-sweet fruitiness stands a clarion line of acidity. The evolution of fruit flavors weaves a colorful tapestry of aromas. This is carefully balanced and quietly intense. It holds immense strength at its core that radiates flavor and fruit. Made from a field blend of Alsace varieties, each adds something: aroma, texture, freshness and body. The finish is endless and very fruity. Have this with cheese or a subtle dessert. Drink now through 2035.",Altenberg de Bergheim Grand Cru,95,66.0,Alsace,Alsace,,Alsace white blend,Domaine Marcel Deiss			
2735,France,"A hint of caramelized apple clings to the nose, as well as a certain creaminess. The palate reveals a core of stone, chalk and lanolin, all framed with the purest notion of lemon zest. This shows lovely flavors of maturity but has only just got going. The freshness is incisive, the complexity and length immense. This is simply beautiful and leaves you totally refreshed. Savor this slowly. Drink now through 2030.",Osterberg Grand Cru,95,38.0,Alsace,Alsace,,Riesling,Cave de Ribeauvillé			
2736,France,"An incredibly pure and piercing note of lemon oil hits the nose. The medium-sweet palate impresses with both fresh and dried notes of fruit: plum, white sultana, white currant and the ripest pear and apple you can imagine. This is full-on and big but balanced by tingling, fresh and precise acidity. A field blend of polar opposites, Riesling and Gewurztraminer, this unites their virtues of aromatic textured richness and poised finesse. Again, this is not a wine that is easily categorized with its medium-sweet, soil- and fruit-driven profile, but it is a joy to experience and savor. The finish lasts and lasts. Drink 2017–2035.",Altenberg de Bergheim Grand Cru,95,50.0,Alsace,Alsace,,Alsace white blend,Biecher & Schaal			
2739,France,"Tight tannins mask the ripe fruit in a wine that is set for long-term aging, so there is a dry core that dominates at the moment. But not for long: the bold black fruits are insistent and are going to be delicious. This is a structured wine that will be ready in 2026.",,95,60.0,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Malartic-Lagravière			
2740,France,"A lovely touch of flint and smoke carry a touch of residual reduction. Underneath that is lemony purity. The palate adds a touch of stone fruit, a touch of ripe mirabelle plum—its generosity only underlined by the taut lemon freshness that pervades the wine. There is something stern and stony at the core, something fundamental and profound. The body is precise, dry and powerful and incredibly moreish. This is lip smacking but has not even started to show itself properly. The finish is clean, stony and lasting. This is one to keep. Drink 2020–2040.",Rangen de Thann Grand Cru,95,50.0,Alsace,Alsace,,Riesling,Biecher & Schaal			
2741,Italy,"Here's a delicious red that opens with appealing ripe plum, blue flower, tobacco and baking spice aromas. Velvety tannins and fresh acidity provide structure and balance, while while juicy black cherry, raspberry compote and licorice flavors envelope the palate. Drink 2019–2032.",Vigna Piaggia,95,65.0,Tuscany,Brunello di Montalcino,,Sangiovese,Abbadia Ardenga			
2742,France,This is a powerfully structured wine from a 18-acre property on the plateau of Pomerol. Rich Merlot dominates and gives the wine both its alcohol and its intense tannins and juicy red fruits. The wine is dense with the potential for aging over a considerable time. Drink from 2025.,,95,250.0,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Trotanoy			
2743,France,"There is something heady about this: a hint of chamomile tincture and pure lemon zest. The palate cuts in with uncompromising purity and zestiness—this really wants to showcase pure stone and tart citrus. There are glimpses, however, of plump ripe mirabelle plums and a touch of dried pear and quince. Nonetheless, this is governed by stern tanginess and thus is for real adults only. This is dry, slender and shows absolute focus. A celebration of stone and Riesling. Don't drink this now but wait: Drink 2020–2035.",Engelberg Grand Cru,95,45.0,Alsace,Alsace,,Riesling,Domaine Pfister			
2745,France,"The heady scent of Damask rose hints unmistakably to Gewürztraminer. The palate follows lusciously, generously and luxuriantly: wonderfully sweet notions of peach, ripe apricot and yellow mirabelle plum are perfumed with a rose petal scent but are also pervaded by a gentle citrus freshness that lifts everything. The length is astonishing and dreamy. This is dangerously delicious.",Grand Cru Pfersigberg Doux,95,90.0,Alsace,Alsace,,Gewürztraminer,Domaine Barmès-Buecher			
2746,France,"After a touch of funky reduction, beautiful hints of herbs appear: yarrow and lemon balm play alongside lemon and crisp green-apple aromas. On the palate, these notions all remain taut along a very linear, slender but concentrated body that owes more to citrus than to apples. There is a powerful enduring core of fruit and stone that will make this last. The flavors echo long and leave the mouth totally clean. Drink now through 2035.",Steingrubler Grand Cru,95,44.0,Alsace,Alsace,,Riesling,Domaine Barmès-Buecher			
2747,Italy,"Forest floor, aromatic herb, dark spice and eucalyptus aromas come together with a floral twist. Bright and elegant, the palate shows succulent wild cherry, white pepper, star anise and chopped mint flavors. With its taut, fine-grained tannins and firm acidity, it needs time to unwind and fully develop. Drink 2022–2032.",,95,95.0,Tuscany,Brunello di Montalcino,,Sangiovese,Fuligni			
2748,Italy,"Forest floor, wild berry, new leather and balsam are some of the aromas you'll find in this bright, linear red. On the palate, firm, polished tannins support ripe red cherry, white pepper, andcrushed mint notes with a hint of black tea. It's still young and tightly wound but already boasts stunning elegance. Drink 2020–2032.",,95,80.0,Tuscany,Brunello di Montalcino,,Sangiovese,Il Marroneto			
2749,Italy,"Truffle, leather, forest floor, pipe tobacco and purple flower aromas all come together in this young, balanced Brunello. The palate is taut and chewy, with a nervous tension that offsets its juicy Marasca cherry, raspberry, licorice and clove flavors. Its fresh acidity and polished tannins promise good aging potential. Drink 2020–2032.",Mercatale,95,120.0,Tuscany,Brunello di Montalcino,,Sangiovese,Ridolfi			
2752,Italy,"Captivating wild berry, rose, chopped herb and baking spice aromas take center stage in this earthy, stunning wine. The palate mirrors the nose in vibrancy, delivering tight layers of wild cherry, star anise and white pepper notes. Fresh acidity and firm, refined tannins provide a polished framework. It's loaded with finesse and already delicious, but hold for even more complexity. Drink 2020–2032.",,95,75.0,Tuscany,Brunello di Montalcino,,Sangiovese,L'Aietta			
2753,France,"Spice from wood aging gives this rich wine its great character. It is supported by the tropical and white fruits. It is developing into a ripe full wine, delicious with its acidity and with its tangy aftertaste. Drink from 2022.",,95,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château de Fieuzal			
2754,France,"This is a wine with great balance and elegance as well as richness. With layers of fine dusty tannins it has a warm character that is repeated in the perfumed fruit and juicy acidity. The wine is impressive, likely to age well. Drink from 2024.",,95,165.0,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château la Fleur-Pétrus			
2755,France,"The wine is rich with layers of wood aging and ripe tropical fruits. Pineapple and peach dominate, cut with some attractive lime acidity. Full of the fruit of the vintage with a texture of serious intent, the wine is tight, tangy and likely to age well. Drink from 2022.",,95,35.0,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Latour-Martillac			
2756,Italy,"Dark spice, ripe berry, forest floor, Mediterranean brush and new leather aromas lead the nose on this powerfully structured wine. On the full-bodied palate, baking spice, licorice and pipe tobacco notes accent a juicy black cherry core while firm, velvety tannins provide the framework. Drink 2020–2030.",,95,70.0,Tuscany,Brunello di Montalcino,,Sangiovese,Ciacci Piccolomini d'Aragona			
2757,Italy,"Ripe black-skinned fruit, underbrush, truffle and dark spice aromas come together in this full-bodied red. The palate is firm and seamless, delivering mature black cherry, raspberry compote, licorice and pipe tobacco flavors with both power and finesse. Tightly knit, polished tannins provide structure. Drink 2022–2032.",Vigna di Pianrosso,95,90.0,Tuscany,Brunello di Montalcino,,Sangiovese,Ciacci Piccolomini d'Aragona			
